,County,State_Name,State,Fipcode,Population,Areaname,STCOU,Land Area 2010,Population Density
644,Macon,Illinois,IL,17115,104009,"Macon, IL",17115,580.69,179.11277962424012
645,Macoupin,Illinois,IL,17117,44926,"Macoupin, IL",17117,862.91,52.06336697917512
646,Madison,Illinois,IL,17119,262966,"Madison, IL",17119,715.58,367.48651443584225
647,Marion,Illinois,IL,17121,37205,"Marion, IL",17121,572.36,65.00279544342722
648,Marshall,Illinois,IL,17123,11438,"Marshall, IL",17123,386.79,29.57160216137956
649,Mason,Illinois,IL,17125,13359,"Mason, IL",17125,539.24,24.773755656108598
650,Massac,Illinois,IL,17127,13772,"Massac, IL",17127,237.22,58.05581316921002
651,Menard,Illinois,IL,17129,12196,"Menard, IL",17129,314.44,38.78641394224653
652,Mercer,Illinois,IL,17131,15437,"Mercer, IL",17131,561.2,27.507127583749106
653,Monroe,Illinois,IL,17133,34637,"Monroe, IL",17133,385.01,89.96389704163528
654,Montgomery,Illinois,IL,17135,28414,"Montgomery, IL",17135,703.69,40.37857579331808
655,Morgan,Illinois,IL,17137,33658,"Morgan, IL",17137,568.79,59.17473935899014
656,Moultrie,Illinois,IL,17139,14501,"Moultrie, IL",17139,335.94,43.16544621063285
657,Ogle,Illinois,IL,17141,50643,"Ogle, IL",17141,758.57,66.76114267635155
658,Peoria,Illinois,IL,17143,179179,"Peoria, IL",17143,619.21,289.3670967846126
659,Perry,Illinois,IL,17145,20916,"Perry, IL",17145,441.76,47.346975733429915
660,Piatt,Illinois,IL,17147,16344,"Piatt, IL",17147,439.2,37.21311475409836
661,Pike,Illinois,IL,17149,15561,"Pike, IL",17149,831.38,18.717072818687
662,Pope,Illinois,IL,17151,4177,"Pope, IL",17151,368.77,11.326843289855466
663,Pulaski,Illinois,IL,17153,5335,"Pulaski, IL",17153,199.19,26.783473065916965
664,Putnam,Illinois,IL,17155,5739,"Putnam, IL",17155,160.16,35.832917082917085
665,Randolph,Illinois,IL,17157,31782,"Randolph, IL",17157,575.5,55.22502172024327
666,Richland,Illinois,IL,17159,15513,"Richland, IL",17159,359.99,43.09286369065807
667,Rock Island,Illinois,IL,17161,141879,"Rock Island, IL",17161,427.64,331.77205125806756
668,St Clair,Illinois,IL,17163,259686,"St. Clair, IL",17163,657.76,394.8035757723182
669,Saline,Illinois,IL,17165,23491,"Saline, IL",17165,379.82,61.84771733979253
670,Sangamon,Illinois,IL,17167,194672,"Sangamon, IL",17167,868.3,224.19900955890822
671,Schuyler,Illinois,IL,17169,6768,"Schuyler, IL",17169,437.27,15.477851213209231
672,Scott,Illinois,IL,17171,4951,"Scott, IL",17171,250.91,19.732174883424335
673,Shelby,Illinois,IL,17173,21634,"Shelby, IL",17173,758.52,28.521331013025367
674,Stark,Illinois,IL,17175,5342,"Stark, IL",17175,288.08,18.543460149958346
675,Stephenson,Illinois,IL,17177,44498,"Stephenson, IL",17177,564.52,78.8244880606533
676,Tazewell,Illinois,IL,17179,131803,"Tazewell, IL",17179,648.97,203.09567468450004
677,Union,Illinois,IL,17181,16653,"Union, IL",17181,413.46,40.27717312436511
678,Vermilion,Illinois,IL,17183,75758,"Vermilion, IL",17183,898.37,84.32828344668678
679,Wabash,Illinois,IL,17185,11520,"Wabash, IL",17185,223.25,51.6013437849944
680,Warren,Illinois,IL,17187,16844,"Warren, IL",17187,542.41,31.053999741892667
681,Washington,Illinois,IL,17189,13887,"Washington, IL",17189,562.57,24.68492809783671
682,Wayne,Illinois,IL,17191,16215,"Wayne, IL",17191,713.81,22.71612894187529
683,White,Illinois,IL,17193,13537,"White, IL",17193,494.77,27.360187561897447
684,Whiteside,Illinois,IL,17195,55175,"Whiteside, IL",17195,684.25,80.63573255389112
685,Will,Illinois,IL,17197,690743,"Will, IL",17197,836.91,825.3492012283281
686,Williamson,Illinois,IL,17199,66597,"Williamson, IL",17199,420.15,158.5076758300607
687,Winnebago,Illinois,IL,17201,282572,"Winnebago, IL",17201,513.36,550.4363409693003
688,Woodford,Illinois,IL,17203,38459,"Woodford, IL",17203,527.8,72.86661614247822
689,Adams,Indiana,IN,18001,35777,"Adams, IN",18001,339.03,105.52753443648055
690,Allen,Indiana,IN,18003,379299,"Allen, IN",18003,657.31,577.0473596932954
691,Bartholomew,Indiana,IN,18005,83779,"Bartholomew, IN",18005,406.91,205.89073750952298
692,Benton,Indiana,IN,18007,8748,"Benton, IN",18007,406.42,21.524531273067268
693,Blackford,Indiana,IN,18009,11758,"Blackford, IN",18009,165.08,71.22607220741457
694,Boone,Indiana,IN,18011,67843,"Boone, IN",18011,422.91,160.41947459270293
695,Brown,Indiana,IN,18013,15092,"Brown, IN",18013,311.98,48.37489582665555
696,Carroll,Indiana,IN,18015,20257,"Carroll, IN",18015,372.22,54.42211595293106
697,Cass,Indiana,IN,18017,37689,"Cass, IN",18017,412.16,91.44264363354037
698,Clark,Indiana,IN,18019,118302,"Clark, IN",18019,372.86,317.2826261867725
699,Clay,Indiana,IN,18021,26225,"Clay, IN",18021,357.54,73.3484365385691
700,Clinton,Indiana,IN,18023,32399,"Clinton, IN",18023,405.07,79.98370651986076
701,Crawford,Indiana,IN,18025,10577,"Crawford, IN",18025,305.64,34.60607250359901
702,Daviess,Indiana,IN,18027,33351,"Daviess, IN",18027,429.49,77.65256466972455
703,Dearborn,Indiana,IN,18029,49458,"Dearborn, IN",18029,305.03,162.14142871193
704,Decatur,Indiana,IN,18031,26559,"Decatur, IN",18031,372.57,71.28593284483453
705,De Kalb,Indiana,IN,18033,43475,"DeKalb, IN",18033,362.82,119.82525770354447
706,Delaware,Indiana,IN,18035,114135,"Delaware, IN",18035,392.12,291.0716107314087
707,Dubois,Indiana,IN,18037,42736,"Dubois, IN",18037,427.27,100.02106396423807
708,Elkhart,Indiana,IN,18039,206341,"Elkhart, IN",18039,463.17,445.4973335924175
709,Fayette,Indiana,IN,18041,23102,"Fayette, IN",18041,215.01,107.44616529463747
710,Floyd,Indiana,IN,18043,78522,"Floyd, IN",18043,147.94,530.7692307692308
711,Fountain,Indiana,IN,18045,16346,"Fountain, IN",18045,395.66,41.313248748925844
712,Franklin,Indiana,IN,18047,22758,"Franklin, IN",18047,384.43,59.19933407902609
713,Fulton,Indiana,IN,18049,19974,"Fulton, IN",18049,368.39,54.21971280436494
714,Gibson,Indiana,IN,18051,33659,"Gibson, IN",18051,487.49,69.04551888243861
715,Grant,Indiana,IN,18053,65769,"Grant, IN",18053,414.07,158.83546260294153
716,Greene,Indiana,IN,18055,31922,"Greene, IN",18055,542.5,58.842396313364056
717,Hamilton,Indiana,IN,18057,338011,"Hamilton, IN",18057,394.27,857.3084434524565
718,Hancock,Indiana,IN,18059,78168,"Hancock, IN",18059,306.02,255.43428534082742
719,Harrison,Indiana,IN,18061,40515,"Harrison, IN",18061,484.52,83.61883926360109
720,Hendricks,Indiana,IN,18063,170311,"Hendricks, IN",18063,406.91,418.5470988670713
721,Henry,Indiana,IN,18065,47972,"Henry, IN",18065,391.88,122.4150250076554
722,Howard,Indiana,IN,18067,82544,"Howard, IN",18067,293.06,281.66245819968606
723,Huntington,Indiana,IN,18069,36520,"Huntington, IN",18069,382.65,95.43969685090815
724,Jackson,Indiana,IN,18071,44231,"Jackson, IN",18071,509.31,86.84494708527222
725,Jasper,Indiana,IN,18073,33562,"Jasper, IN",18073,559.63,59.97176706037918
726,Jay,Indiana,IN,18075,20436,"Jay, IN",18075,383.91,53.23122606860983
727,Jefferson,Indiana,IN,18077,32308,"Jefferson, IN",18077,360.63,89.58766602889388
728,Jennings,Indiana,IN,18079,27735,"Jennings, IN",18079,376.58,73.64968930904456
729,Johnson,Indiana,IN,18081,158167,"Johnson, IN",18081,320.43,493.6085884592579
730,Knox,Indiana,IN,18083,36594,"Knox, IN",18083,516.03,70.9144817161793
731,Kosciusko,Indiana,IN,18085,79456,"Kosciusko, IN",18085,531.38,149.5276449998118
732,La Grange,Indiana,IN,18087,39614,"LaGrange, IN",18087,379.62,104.35172014119382
733,Lake,Indiana,IN,18089,485493,"Lake, IN",18089,498.96,973.0098605098606
734,La Porte,Indiana,IN,18091,109888,"LaPorte, IN",18091,598.3,183.6670566605382
735,Lawrence,Indiana,IN,18093,45370,"Lawrence, IN",18093,449.17,101.00852683839081
736,Madison,Indiana,IN,18095,129569,"Madison, IN",18095,451.92,286.707824393698
737,Marion,Indiana,IN,18097,964582,"Marion, IN",18097,396.3,2433.969215240979
738,Marshall,Indiana,IN,18099,46258,"Marshall, IN",18099,443.63,104.27157766607309
739,Martin,Indiana,IN,18101,10255,"Martin, IN",18101,335.74,30.544468934294393
740,Miami,Indiana,IN,18103,35516,"Miami, IN",18103,373.84,95.00320992938155
741,Monroe,Indiana,IN,18105,148431,"Monroe, IN",18105,394.51,376.2414133988999
742,Montgomery,Indiana,IN,18107,38338,"Montgomery, IN",18107,504.61,75.97550583619032
743,Morgan,Indiana,IN,18109,70489,"Morgan, IN",18109,403.97,174.49068000099015
744,Newton,Indiana,IN,18111,13984,"Newton, IN",18111,401.76,34.806849860613305
745,Noble,Indiana,IN,18113,47744,"Noble, IN",18113,410.84,116.21069029305814
746,Ohio,Indiana,IN,18115,5875,"Ohio, IN",18115,86.14,68.20292547016484
747,Orange,Indiana,IN,18117,19646,"Orange, IN",18117,398.39,49.31348678430684
748,Owen,Indiana,IN,18119,20799,"Owen, IN",18119,385.29,53.98271431908432
749,Parke,Indiana,IN,18121,16937,"Parke, IN",18121,444.66,38.08977645841767
750,Perry,Indiana,IN,18123,19169,"Perry, IN",18123,381.73,50.21612134231001
751,Pike,Indiana,IN,18125,12389,"Pike, IN",18125,334.24,37.06617999042604
752,Porter,Indiana,IN,18127,170389,"Porter, IN",18127,418.15,407.48296066005025
753,Posey,Indiana,IN,18129,25427,"Posey, IN",18129,409.57,62.082183753692895
754,Pulaski,Indiana,IN,18131,12353,"Pulaski, IN",18131,433.65,28.486106306929553
755,Putnam,Indiana,IN,18133,37576,"Putnam, IN",18133,480.53,78.19699082263335
756,Randolph,Indiana,IN,18135,24665,"Randolph, IN",18135,452.38,54.52274636367655
757,Ripley,Indiana,IN,18137,28324,"Ripley, IN",18137,446.43,63.44555697421768
758,Rush,Indiana,IN,18139,16581,"Rush, IN",18139,408.12,40.627756542193474
759,St Joseph,Indiana,IN,18141,271826,"St. Joseph, IN",18141,457.85,593.7009937752539
760,Scott,Indiana,IN,18143,23873,"Scott, IN",18143,190.4,125.38340336134453
761,Shelby,Indiana,IN,18145,44729,"Shelby, IN",18145,411.15,108.78997932627995
762,Spencer,Indiana,IN,18147,20277,"Spencer, IN",18147,396.74,51.109038665120735
763,Starke,Indiana,IN,18149,22995,"Starke, IN",18149,309.13,74.38618057128069
764,Steuben,Indiana,IN,18151,34594,"Steuben, IN",18151,308.94,111.97643555382922
765,Sullivan,Indiana,IN,18153,20669,"Sullivan, IN",18153,447.14,46.22489600572528
766,Switzerland,Indiana,IN,18155,10751,"Switzerland, IN",18155,220.63,48.72864071069211
767,Tippecanoe,Indiana,IN,18157,195732,"Tippecanoe, IN",18157,499.81,391.61281286889016
768,Tipton,Indiana,IN,18159,15148,"Tipton, IN",18159,260.54,58.14078452444922
769,Union,Indiana,IN,18161,7054,"Union, IN",18161,161.22,43.75387669023694
770,Vanderburgh,Indiana,IN,18163,181451,"Vanderburgh, IN",18163,233.48,777.1586431385987
771,Vermillion,Indiana,IN,18165,15498,"Vermillion, IN",18165,256.88,60.33167237620679
772,Vigo,Indiana,IN,18167,107038,"Vigo, IN",18167,403.31,265.39882472539733
773,Wabash,Indiana,IN,18169,30996,"Wabash, IN",18169,412.43,75.15457168489198
774,Warren,Indiana,IN,18171,8265,"Warren, IN",18171,364.68,22.663705166173084
775,Warrick,Indiana,IN,18173,62998,"Warrick, IN",18173,384.82,163.70770749961022
776,Washington,Indiana,IN,18175,28036,"Washington, IN",18175,513.73,54.573414050182
777,Wayne,Indiana,IN,18177,65884,"Wayne, IN",18177,401.74,163.99661472594215
778,Wells,Indiana,IN,18179,28296,"Wells, IN",18179,368.09,76.87250400717217
779,White,Indiana,IN,18181,24102,"White, IN",18181,505.13,47.71444974561004
780,Whitley,Indiana,IN,18183,33964,"Whitley, IN",18183,335.57,101.21286169800638
781,Adair,Iowa,IA,19001,7152,"Adair, IA",19001,569.27,12.563458464349079
782,Adams,Iowa,IA,19003,3602,"Adams, IA",19003,423.44,8.506518042697904
783,Allamakee,Iowa,IA,19005,13687,"Allamakee, IA",19005,639.08,21.41672404080866
784,Appanoose,Iowa,IA,19007,12426,"Appanoose, IA",19007,497.29,24.987431880793903
785,Audubon,Iowa,IA,19009,5496,"Audubon, IA",19009,442.96,12.407440852447174
786,Benton,Iowa,IA,19011,25645,"Benton, IA",19011,716.27,35.80353777206919
787,Black Hawk,Iowa,IA,19013,131228,"Black Hawk, IA",19013,565.77,231.94584371741166
788,Boone,Iowa,IA,19015,26234,"Boone, IA",19015,571.57,45.898140210297946
789,Bremer,Iowa,IA,19017,25062,"Bremer, IA",19017,435.48,57.550289335905205
790,Buchanan,Iowa,IA,19019,21175,"Buchanan, IA",19019,571.02,37.082764176386114
791,Buena Vista,Iowa,IA,19021,19620,"Buena Vista, IA",19021,574.92,34.126487163431435
792,Butler,Iowa,IA,19023,14439,"Butler, IA",19023,580.13,24.889248961439677
793,Calhoun,Iowa,IA,19025,9668,"Calhoun, IA",19025,569.97,16.962296261206728
794,Carroll,Iowa,IA,19027,20165,"Carroll, IA",19027,569.44,35.41198370328744
795,Cass,Iowa,IA,19029,12836,"Cass, IA",19029,564.27,22.747975260070536
796,Cedar,Iowa,IA,19031,18627,"Cedar, IA",19031,579.44,32.14655529476736
797,Cerro Gordo,Iowa,IA,19033,42450,"Cerro Gordo, IA",19033,568.31,74.69514877443649
798,Cherokee,Iowa,IA,19035,11235,"Cherokee, IA",19035,576.91,19.474441420672203
799,Chickasaw,Iowa,IA,19037,11933,"Chickasaw, IA",19037,504.38,23.658749355644552
800,Clarke,Iowa,IA,19039,9395,"Clarke, IA",19039,431.17,21.78954936567943
801,Clay,Iowa,IA,19041,16016,"Clay, IA",19041,567.24,28.234962273464493
802,Clayton,Iowa,IA,19043,17549,"Clayton, IA",19043,778.54,22.540909908289876
803,Clinton,Iowa,IA,19045,46429,"Clinton, IA",19045,694.92,66.81200713751224
804,Crawford,Iowa,IA,19047,16820,"Crawford, IA",19047,714.19,23.551155854884552
805,Dallas,Iowa,IA,19049,93453,"Dallas, IA",19049,588.45,158.81213357124648
806,Davis,Iowa,IA,19051,9000,"Davis, IA",19051,502.19,17.921503813297758
807,Decatur,Iowa,IA,19053,7870,"Decatur, IA",19053,531.88,14.796570655034971
808,Delaware,Iowa,IA,19055,17011,"Delaware, IA",19055,577.76,29.44302132373304
809,Des Moines,Iowa,IA,19057,38967,"Des Moines, IA",19057,416.12,93.6436604825531
810,Dickinson,Iowa,IA,19059,17258,"Dickinson, IA",19059,380.61,45.34300202306823
811,Dubuque,Iowa,IA,19061,97311,"Dubuque, IA",19061,608.31,159.9694234847364
812,Emmet,Iowa,IA,19063,9208,"Emmet, IA",19063,395.88,23.25957360816409
813,Fayette,Iowa,IA,19065,19650,"Fayette, IA",19065,730.81,26.88797361831393
814,Floyd,Iowa,IA,19067,15642,"Floyd, IA",19067,500.63,31.244631763977388
815,Franklin,Iowa,IA,19069,10070,"Franklin, IA",19069,581.97,17.303297420829253
816,Fremont,Iowa,IA,19071,6960,"Fremont, IA",19071,511.15,13.616355277315858
817,Greene,Iowa,IA,19073,8888,"Greene, IA",19073,569.57,15.604754463893814
818,Grundy,Iowa,IA,19075,12232,"Grundy, IA",19075,501.86,24.37333120790659
819,Guthrie,Iowa,IA,19077,10689,"Guthrie, IA",19077,590.62,18.09793098777556
820,Hamilton,Iowa,IA,19079,14773,"Hamilton, IA",19079,576.75,25.614217598612917
821,Hancock,Iowa,IA,19081,10630,"Hancock, IA",19081,571.01,18.616136319854295
822,Hardin,Iowa,IA,19083,16846,"Hardin, IA",19083,569.31,29.59020568758673
823,Harrison,Iowa,IA,19085,14049,"Harrison, IA",19085,696.85,20.160723254645905
824,Henry,Iowa,IA,19087,19954,"Henry, IA",19087,434.33,45.9420256487003
825,Howard,Iowa,IA,19089,9158,"Howard, IA",19089,473.25,19.351294241944004
826,Humboldt,Iowa,IA,19091,9558,"Humboldt, IA",19091,434.35,22.005295268792448
827,Ida,Iowa,IA,19093,6860,"Ida, IA",19093,431.51,15.897661699612987
828,Iowa,Iowa,IA,19095,16184,"Iowa, IA",19095,586.46,27.59608498448317
829,Jackson,Iowa,IA,19097,19439,"Jackson, IA",19097,636.04,30.56254323627445
830,Jasper,Iowa,IA,19099,37185,"Jasper, IA",19099,730.42,50.90906601681225
831,Jefferson,Iowa,IA,19101,18295,"Jefferson, IA",19101,435.51,42.00822024752589
832,Johnson,Iowa,IA,19103,151140,"Johnson, IA",19103,614.04,246.140316591753
833,Jones,Iowa,IA,19105,20681,"Jones, IA",19105,575.62,35.928216531739686
834,Keokuk,Iowa,IA,19107,10246,"Keokuk, IA",19107,579.18,17.690527987844884
835,Kossuth,Iowa,IA,19109,14813,"Kossuth, IA",19109,972.72,15.228431614441977
836,Lee,Iowa,IA,19111,33657,"Lee, IA",19111,517.52,65.03516772298656
837,Linn,Iowa,IA,19113,226706,"Linn, IA",19113,716.88,316.2398169847115
838,Louisa,Iowa,IA,19115,11035,"Louisa, IA",19115,401.77,27.465963113223985
839,Lucas,Iowa,IA,19117,8600,"Lucas, IA",19117,430.59,19.97259574072784
840,Lyon,Iowa,IA,19119,11755,"Lyon, IA",19119,587.65,20.00340338636944
841,Madison,Iowa,IA,19121,16338,"Madison, IA",19121,561.01,29.122475535195452
842,Mahaska,Iowa,IA,19123,22095,"Mahaska, IA",19123,570.86,38.70476123743124
843,Marion,Iowa,IA,19125,33253,"Marion, IA",19125,554.53,59.96609741582962
844,Marshall,Iowa,IA,19127,39369,"Marshall, IA",19127,572.5,68.76681222707424
845,Mills,Iowa,IA,19129,15109,"Mills, IA",19129,437.44,34.53959400146306
846,Mitchell,Iowa,IA,19131,10586,"Mitchell, IA",19131,469.13,22.56517383241319
847,Monona,Iowa,IA,19133,8615,"Monona, IA",19133,694.07,12.412292708228275
848,Monroe,Iowa,IA,19135,7707,"Monroe, IA",19135,433.72,17.76952872821175
849,Montgomery,Iowa,IA,19137,9917,"Montgomery, IA",19137,424.1,23.383635934921006
850,Muscatine,Iowa,IA,19139,42664,"Muscatine, IA",19139,437.47,97.52440167325759
851,O Brien,Iowa,IA,19141,13753,"O'Brien, IA",19141,573.04,24.000069803155103
852,Osceola,Iowa,IA,19143,5958,"Osceola, IA",19143,398.68,14.944316243603893
853,Page,Iowa,IA,19145,15107,"Page, IA",19145,534.94,28.240550342094437
854,Palo Alto,Iowa,IA,19147,8886,"Palo Alto, IA",19147,563.84,15.759790011350736
855,Plymouth,Iowa,IA,19149,25177,"Plymouth, IA",19149,862.89,29.17753131917162
856,Pocahontas,Iowa,IA,19151,6619,"Pocahontas, IA",19151,577.24,11.466634328875339
857,Polk,Iowa,IA,19153,490161,"Polk, IA",19153,573.8,854.2366678285117
858,Pottawattamie,Iowa,IA,19155,93206,"Pottawattamie, IA",19155,950.28,98.08267037083807
859,Poweshiek,Iowa,IA,19157,18504,"Poweshiek, IA",19157,584.93,31.634554562084354
860,Ringgold,Iowa,IA,19159,4894,"Ringgold, IA",19159,535.5,9.139122315592903
861,Sac,Iowa,IA,19161,9721,"Sac, IA",19161,575.01,16.90579294273143
862,Scott,Iowa,IA,19163,172943,"Scott, IA",19163,458.09,377.53061625444786
863,Shelby,Iowa,IA,19165,11454,"Shelby, IA",19165,590.78,19.38792782423237
864,Sioux,Iowa,IA,19167,34855,"Sioux, IA",19167,768.33,45.364621972329594
865,Story,Iowa,IA,19169,97117,"Story, IA",19169,572.82,169.54191543591352
866,Tama,Iowa,IA,19171,16854,"Tama, IA",19171,721.01,23.37554264157224
867,Taylor,Iowa,IA,19173,6121,"Taylor, IA",19173,531.9,11.507802218462118
868,Union,Iowa,IA,19175,12241,"Union, IA",19175,423.65,28.89413430898147
869,Van Buren,Iowa,IA,19177,7044,"Van Buren, IA",19177,484.79,14.530002681573464
870,Wapello,Iowa,IA,19179,34969,"Wapello, IA",19179,431.83,80.97862584813468
871,Warren,Iowa,IA,19181,51466,"Warren, IA",19181,569.83,90.3181650667743
872,Washington,Iowa,IA,19183,21965,"Washington, IA",19183,568.84,38.61366992475916
873,Wayne,Iowa,IA,19185,6441,"Wayne, IA",19185,525.44,12.258297807551765
874,Webster,Iowa,IA,19187,35904,"Webster, IA",19187,715.62,50.171878930158464
875,Winnebago,Iowa,IA,19189,10354,"Winnebago, IA",19189,400.49,25.85332967115284
876,Winneshiek,Iowa,IA,19191,19991,"Winneshiek, IA",19191,689.87,28.977923376868105
877,Woodbury,Iowa,IA,19193,103107,"Woodbury, IA",19193,872.83,118.12953266959201
878,Worth,Iowa,IA,19195,7381,"Worth, IA",19195,400.12,18.446965910226933
879,Wright,Iowa,IA,19197,12562,"Wright, IA",19197,580.42,21.64294820991696
880,Allen,Kansas,KS,20001,12369,"Allen, KS",20001,500.3,24.723166100339796
881,Anderson,Kansas,KS,20003,7858,"Anderson, KS",20003,579.65,13.556456482360046
882,Atchison,Kansas,KS,20005,16073,"Atchison, KS",20005,431.17,37.27763991001229
883,Barber,Kansas,KS,20007,4427,"Barber, KS",20007,1134.07,3.903639105169875
884,Barton,Kansas,KS,20009,25779,"Barton, KS",20009,895.4,28.79048469957561
885,Bourbon,Kansas,KS,20011,14534,"Bourbon, KS",20011,635.47,22.87126064172974
886,Brown,Kansas,KS,20013,9564,"Brown, KS",20013,570.87,16.753376425455883
887,Butler,Kansas,KS,20015,66911,"Butler, KS",20015,1429.86,46.79549046759823
888,Chase,Kansas,KS,20017,2648,"Chase, KS",20017,773.06,3.4253486145965386
889,Chautauqua,Kansas,KS,20019,3250,"Chautauqua, KS",20019,638.88,5.087027297771099
890,Cherokee,Kansas,KS,20021,19939,"Cherokee, KS",20021,587.57,33.93468012321936
891,Cheyenne,Kansas,KS,20023,2657,"Cheyenne, KS",20023,1019.89,2.605182911882654
892,Clark,Kansas,KS,20025,1994,"Clark, KS",20025,974.63,2.045904599694243
893,Clay,Kansas,KS,20027,8002,"Clay, KS",20027,645.3,12.400433906710058
894,Cloud,Kansas,KS,20029,8786,"Cloud, KS",20029,715.34,12.282271367461625
895,Coffey,Kansas,KS,20031,8179,"Coffey, KS",20031,626.95,13.045697424037003
896,Comanche,Kansas,KS,20033,1700,"Comanche, KS",20033,788.3,2.156539388557656
897,Cowley,Kansas,KS,20035,34908,"Cowley, KS",20035,1125.75,31.008660892738174
898,Crawford,Kansas,KS,20037,38818,"Crawford, KS",20037,589.76,65.81999457406403
899,Decatur,Kansas,KS,20039,2827,"Decatur, KS",20039,893.52,3.1638911272271466
900,Dickinson,Kansas,KS,20041,18466,"Dickinson, KS",20041,847.07,21.799851251962647
901,Doniphan,Kansas,KS,20043,7600,"Doniphan, KS",20043,393.41,19.318268473094225
902,Douglas,Kansas,KS,20045,122259,"Douglas, KS",20045,455.87,268.1882992958519
903,Edwards,Kansas,KS,20047,2798,"Edwards, KS",20047,621.89,4.499187959285404
904,Elk,Kansas,KS,20049,2530,"Elk, KS",20049,644.27,3.926925046952365
905,Ellis,Kansas,KS,20051,28553,"Ellis, KS",20051,899.91,31.728728428398398
906,Ellsworth,Kansas,KS,20053,6102,"Ellsworth, KS",20053,715.85,8.524132150590207
907,Finney,Kansas,KS,20055,36467,"Finney, KS",20055,1301.97,28.00909391153406
908,Ford,Kansas,KS,20057,33619,"Ford, KS",20057,1098.27,30.610869822539083
909,Franklin,Kansas,KS,20059,25544,"Franklin, KS",20059,571.76,44.67608786903596
910,Geary,Kansas,KS,20061,31670,"Geary, KS",20061,384.62,82.34101190785711
911,Gove,Kansas,KS,20063,2636,"Gove, KS",20063,1071.67,2.4597124114699485
912,Graham,Kansas,KS,20065,2482,"Graham, KS",20065,898.52,2.7623202599830834
913,Grant,Kansas,KS,20067,7150,"Grant, KS",20067,574.8,12.43910925539318
914,Gray,Kansas,KS,20069,5988,"Gray, KS",20069,868.87,6.891709922082705
915,Greeley,Kansas,KS,20071,1232,"Greeley, KS",20071,778.45,1.5826321536386407
916,Greenwood,Kansas,KS,20073,5982,"Greenwood, KS",20073,1143.3,5.232222513775912
917,Hamilton,Kansas,KS,20075,2539,"Hamilton, KS",20075,996.51,2.547892143581098
918,Harper,Kansas,KS,20077,5436,"Harper, KS",20077,801.27,6.784230034819724
919,Harvey,Kansas,KS,20079,34429,"Harvey, KS",20079,539.75,63.7869383974062
920,Haskell,Kansas,KS,20081,3968,"Haskell, KS",20081,577.52,6.870757722676271
921,Hodgeman,Kansas,KS,20083,1794,"Hodgeman, KS",20083,859.99,2.0860707682647472
922,Jackson,Kansas,KS,20085,13171,"Jackson, KS",20085,656.22,20.071012770107586
923,Jefferson,Kansas,KS,20087,19043,"Jefferson, KS",20087,532.57,35.75680192275193
924,Jewell,Kansas,KS,20089,2879,"Jewell, KS",20089,909.78,3.16450130800853
925,Johnson,Kansas,KS,20091,602401,"Johnson, KS",20091,473.38,1272.5527060712325
926,Kearny,Kansas,KS,20093,3838,"Kearny, KS",20093,870.54,4.408757782525789
927,Kingman,Kansas,KS,20095,7152,"Kingman, KS",20095,863.36,8.283914010378057
928,Kiowa,Kansas,KS,20097,2475,"Kiowa, KS",20097,722.64,3.4249418797741615
929,Labette,Kansas,KS,20099,19618,"Labette, KS",20099,645.3,30.40136370680304
930,Lane,Kansas,KS,20101,1535,"Lane, KS",20101,717.46,2.139492097120397
931,Leavenworth,Kansas,KS,20103,81758,"Leavenworth, KS",20103,462.83,176.64801330942248
932,Lincoln,Kansas,KS,20105,2962,"Lincoln, KS",20105,719.4,4.117319988879622
933,Linn,Kansas,KS,20107,9703,"Linn, KS",20107,594.06,16.333366999966334
934,Logan,Kansas,KS,20109,2794,"Logan, KS",20109,1072.99,2.6039385269201016
935,Lyon,Kansas,KS,20111,33195,"Lyon, KS",20111,847.47,39.169528124889375
936,McPherson,Kansas,KS,20113,28542,"McPherson, KS",20113,898.27,31.774410811893976
937,Marion,Kansas,KS,20115,11884,"Marion, KS",20115,944.29,12.585116860286565
938,Marshall,Kansas,KS,20117,9707,"Marshall, KS",20117,900.18,10.7833988757804
939,Meade,Kansas,KS,20119,4033,"Meade, KS",20119,978.09,4.1233424327004675
940,Miami,Kansas,KS,20121,34237,"Miami, KS",20121,575.66,59.47434249383317
941,Mitchell,Kansas,KS,20123,5979,"Mitchell, KS",20123,701.79,8.519642628136623
942,Montgomery,Kansas,KS,20125,31829,"Montgomery, KS",20125,643.53,49.46000963436048
943,Morris,Kansas,KS,20127,5620,"Morris, KS",20127,695.28,8.083074444827984
944,Morton,Kansas,KS,20129,2587,"Morton, KS",20129,729.73,3.5451468351308018
945,Nemaha,Kansas,KS,20131,10231,"Nemaha, KS",20131,717.43,14.26062472993881
946,Neosho,Kansas,KS,20133,16007,"Neosho, KS",20133,571.47,28.010219259103714
947,Ness,Kansas,KS,20135,2750,"Ness, KS",20135,1074.75,2.5587345894394047
948,Norton,Kansas,KS,20137,5361,"Norton, KS",20137,878.13,6.105018619111066
949,Osage,Kansas,KS,20139,15949,"Osage, KS",20139,705.52,22.606021090826626
950,Osborne,Kansas,KS,20141,3421,"Osborne, KS",20141,892.5,3.8330532212885156
951,Ottawa,Kansas,KS,20143,5704,"Ottawa, KS",20143,720.73,7.914198104699402
952,Pawnee,Kansas,KS,20145,6414,"Pawnee, KS",20145,754.26,8.503698989738286
953,Phillips,Kansas,KS,20147,5234,"Phillips, KS",20147,885.88,5.9082494243012595
